company_name,report_year,report_value,role_type,pct_of_role_type,source
Uber,2020,white,leadership,61.6%,https://www.uber.com/us/en/about/diversity/
Uber,2020,asian,technical,48.3%,https://www.uber.com/us/en/about/diversity/
Uber,2020,black,technical,4.3%,https://www.uber.com/us/en/about/diversity/
Uber,2020,hispanic,technical,5.1%,https://www.uber.com/us/en/about/diversity/
Uber,2020,white,technical,40.8%,https://www.uber.com/us/en/about/diversity/
Workday,2019,asian,all_roles,33.5%,https://globalimpact.workday.com/a-better-place-to-work/belonging-and-diversity.php
Workday,2019,black,all_roles,2.4%,https://globalimpact.workday.com/a-better-place-to-work/belonging-and-diversity.php
Workday,2019,hispanic,all_roles,5.0%,https://globalimpact.workday.com/a-better-place-to-work/belonging-and-diversity.php
Workday,2019,white,all_roles,55.2%,https://globalimpact.workday.com/a-better-place-to-work/belonging-and-diversity.php
Workday,2019,asian,leadership,14.5%,https://globalimpact.workday.com/a-better-place-to-work/belonging-and-diversity.php
Workday,2019,black,leadership,1.1%,https://globalimpact.workday.com/a-better-place-to-work/belonging-and-diversity.php
Workday,2019,hispanic,leadership,3.5%,https://globalimpact.workday.com/a-better-place-to-work/belonging-and-diversity.php
Workday,2019,white,leadership,77.4%,https://globalimpact.workday.com/a-better-place-to-work/belonging-and-diversity.php
Yelp,2019,asian,all_roles,16.5%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,black,all_roles,11.4%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,hispanic,all_roles,11.8%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,white,all_roles,55.1%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,asian,leadership,14.2%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,black,leadership,4.8%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,hispanic,leadership,7.4%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,white,leadership,67.4%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,asian,non_technical,14.9%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,black,non_technical,10.9%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,hispanic,non_technical,13.0%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,white,non_technical,54.9%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,asian,technical,52.8%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,black,technical,1.7%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,hispanic,technical,3.1%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2019,white,technical,38.5%,https://blog.yelp.com/2019/11/cultivating-engagement-diversity-belonging-at-yelp
Yelp,2020,asian,all_roles,16.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,black,all_roles,13.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,hispanic,all_roles,13.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,white,all_roles,52.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,asian,leadership,15.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,black,leadership,6.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,hispanic,leadership,8.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,white,leadership,64.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,asian,non_technical,15.5%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,black,non_technical,12.5%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,hispanic,non_technical,14.5%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,white,non_technical,52.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,asian,technical,55.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,black,technical,2.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,hispanic,technical,3.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
Yelp,2020,white,technical,35.0%,https://blog.yelp.com/wp-content/uploads/2020/12/Final-Yelp-Diversity-Report.pdf
